SRR1944913_f0	SRR1944913_f1	SRR1944913_f2	frame
36.84210526315789	31.57894736842105	31.57894736842105	fuzzy
50.0	35.0	15.0	frame0
40.0	40.0	20.0	fuzzy
34.375	37.5	28.125	fuzzy
37.142857142857146	37.142857142857146	25.71428571428571	fuzzy
			fuzzy
30.76923076923077	25.64102564102564	43.58974358974359	fuzzy
37.5	37.5	25.0	fuzzy
37.5	12.5	50.0	frame2
30.434782608695656	30.434782608695656	39.130434782608695	fuzzy
21.428571428571427	39.285714285714285	39.285714285714285	fuzzy
47.80568589566657	31.852056306927963	20.342257797405466	frame0
20.588235294117645	41.17647058823529	38.23529411764706	fuzzy
31.70731707317073	39.02439024390244	29.268292682926827	fuzzy
41.66666666666667	25.0	33.33333333333333	fuzzy
25.71428571428571	31.428571428571427	42.857142857142854	fuzzy
			fuzzy
60.526315789473685	14.035087719298245	25.438596491228072	frame0
59.54631379962193	20.982986767485823	19.47069943289225	frame0
54.78260869565217	22.608695652173914	22.608695652173914	frame0
50.454220465155394	26.191277284770997	23.3545022500736	frame0
51.45005886734424	26.93000792907086	21.6199332035849	frame0
51.16632860040568	25.912778904665313	22.920892494929006	frame0
56.54101995565411	24.833702882483372	18.625277161862527	frame0
50.37037037037037	28.888888888888886	20.74074074074074	frame0
54.80225988700565	20.33898305084746	24.858757062146893	frame0
48.369565217391305	28.804347826086957	22.82608695652174	frame0
49.48060941828255	28.768467220683284	21.750923361034165	frame0
53.524229074889874	26.431718061674008	20.044052863436125	frame0
58.80398671096345	25.581395348837212	15.614617940199334	frame0
47.42857142857143	26.285714285714285	26.285714285714285	frame0
53.07637060090974	24.994014843188893	21.929614555901363	frame0
55.04322766570605	22.910662824207492	22.046109510086456	frame0
0.0	100.0	0.0	frame1
54.7936507936508	23.3015873015873	21.904761904761905	frame0
52.879581151832454	25.13089005235602	21.98952879581152	frame0
50.92592592592593	26.620370370370374	22.453703703703702	frame0
54.385964912280706	25.696594427244584	19.917440660474718	frame0
53.9158980772237	25.340003126465533	20.74409879631077	frame0
51.83946488294314	23.411371237458194	24.74916387959866	frame0
54.587458745874585	22.772277227722775	22.64026402640264	frame0
52.00327064595257	24.36631234668847	23.630417007358954	frame0
46.017699115044245	30.08849557522124	23.893805309734514	frame0
54.166666666666664	25.0	20.833333333333336	frame0
50.92936802973978	26.579925650557623	22.490706319702603	frame0
56.622516556291394	22.68211920529801	20.695364238410598	frame0
52.226720647773284	23.88663967611336	23.88663967611336	frame0
50.0	28.4	21.6	frame0
57.6530612244898	18.367346938775512	23.97959183673469	frame0
49.25373134328358	24.62686567164179	26.119402985074625	frame0
52.33728874505573	23.9062687282752	23.756442526669062	frame0
55.14998192988797	23.418865196964223	21.431152873147813	frame0
44.44444444444444	22.22222222222222	33.33333333333333	fuzzy
49.85907685581337	29.024312170138344	21.11661097404828	frame0
49.554896142433236	28.783382789317507	21.66172106824926	frame0
57.795698924731184	26.61290322580645	15.591397849462366	frame0
53.36787564766839	25.906735751295333	20.72538860103627	frame0
54.97854077253219	24.4206008583691	20.600858369098713	frame0
50.20242914979757	27.631578947368425	22.16599190283401	frame0
51.321332822673305	24.856376867100728	23.822290310225966	frame0
52.41545893719807	26.811594202898554	20.77294685990338	frame0
55.27272727272727	17.454545454545457	27.27272727272727	frame0
56.38766519823789	30.837004405286343	12.77533039647577	frame0
52.67094017094017	26.38888888888889	20.94017094017094	frame0
50.56390977443609	25.93984962406015	23.49624060150376	frame0
51.63265306122449	25.78231292517007	22.585034013605444	frame0
38.297872340425535	38.297872340425535	23.404255319148938	fuzzy
42.71844660194174	29.126213592233007	28.155339805825243	fuzzy
55.4054054054054	22.52252252252252	22.07207207207207	frame0
52.78688524590164	23.60655737704918	23.60655737704918	frame0
51.306413301662715	23.27790973871734	25.415676959619955	frame0
54.66549295774647	22.27112676056338	23.06338028169014	frame0
48.10126582278481	25.31645569620253	26.582278481012654	frame0
50.70422535211267	12.676056338028168	36.61971830985916	frame0
37.5	31.25	31.25	fuzzy
			fuzzy
40.0	40.0	20.0	fuzzy
50.403690888119954	27.566320645905424	22.029988465974625	frame0
57.67918088737202	21.160409556313994	21.160409556313994	frame0
50.851254480286734	25.448028673835125	23.700716845878137	frame0
58.490566037735846	17.92452830188679	23.58490566037736	frame0
21.428571428571427	7.142857142857142	71.42857142857143	frame2
0.0	100.0	0.0	frame1
50.46296296296296	23.98148148148148	25.555555555555554	frame0
53.63636363636364	27.167832167832167	19.195804195804193	frame0
56.16438356164384	23.28767123287671	20.54794520547945	frame0
54.736842105263165	27.89473684210526	17.36842105263158	frame0
0.0	0.0	100.0	frame2
50.0	16.666666666666664	33.33333333333333	frame0
51.93370165745856	29.2817679558011	18.784530386740332	frame0
52.39520958083832	29.041916167664674	18.562874251497004	frame0
25.0	25.0	50.0	frame2
57.89473684210527	25.789473684210527	16.315789473684212	frame0
55.348837209302324	25.581395348837212	19.069767441860467	frame0
57.57575757575758	36.36363636363637	6.0606060606060606	frame0
51.70068027210885	25.71428571428571	22.585034013605444	frame0
62.5	25.0	12.5	frame0
			fuzzy
33.33333333333333	58.333333333333336	8.333333333333332	frame1
51.637554585152834	26.77791640673737	21.584529008109794	frame0
50.0	26.97160883280757	23.02839116719243	frame0
50.04974134500597	27.97453243135695	21.97572622363709	frame0
52.87496197140249	23.912382111347732	23.212655917249773	frame0
52.452917926063705	25.45919553592188	22.087886538014416	frame0
52.0	32.0	16.0	frame0
56.85920577617328	22.021660649819495	21.119133574007222	frame0
53.64626990779547	23.973176865046103	22.380553227158423	frame0
58.252427184466015	20.388349514563107	21.35922330097087	frame0
56.99052132701422	20.971563981042653	22.03791469194313	frame0
51.515151515151516	23.809523809523807	24.675324675324674	frame0
51.257861635220124	29.245283018867923	19.49685534591195	frame0
53.278688524590166	24.59016393442623	22.131147540983605	frame0
52.22222222222223	23.88888888888889	23.88888888888889	frame0
51.71790235081374	26.763110307414106	21.518987341772153	frame0
51.08153078202995	25.124792013311147	23.793677204658902	frame0
52.83457249070632	24.744423791821564	22.421003717472118	frame0
44.951140065146575	27.36156351791531	27.68729641693811	fuzzy
53.125	31.25	15.625	frame0
51.99306759098788	26.8630849220104	21.143847487001732	frame0
52.88461538461539	25.48076923076923	21.634615384615387	frame0
53.41246290801187	24.421364985163205	22.166172106824924	frame0
55.818022747156604	21.69728783902012	22.484689413823272	frame0
52.32351196361479	23.94700415265968	23.72948388372553	frame0
53.179190751445084	22.54335260115607	24.277456647398843	frame0
49.73890339425587	29.634464751958223	20.626631853785902	frame0
52.12114042351828	24.850348988524786	23.028510587956937	frame0
51.32231404958678	24.710743801652892	23.96694214876033	frame0
35.82089552238806	35.82089552238806	28.35820895522388	fuzzy
53.466850828729285	22.914364640883978	23.61878453038674	frame0
56.493506493506494	24.025974025974026	19.480519480519483	frame0
51.01302460202605	25.144717800289435	23.842257597684515	frame0
54.67625899280576	22.66187050359712	22.66187050359712	frame0
51.84174624829468	24.829467939972716	23.328785811732605	frame0
54.41501103752759	23.62030905077263	21.96467991169978	frame0
53.41159207630227	23.624358033749083	22.964049889948644	frame0
55.19379844961241	25.116279069767444	19.689922480620154	frame0
58.31381733021077	22.482435597189696	19.20374707259953	frame0
53.98546545160918	24.00507555658092	22.009458991809897	frame0
53.41335333833458	25.206301575393848	21.380345086271568	frame0
53.48557692307693	24.489182692307693	22.025240384615387	frame0
54.071661237785015	25.0814332247557	20.846905537459286	frame0
33.33333333333333	66.66666666666666	0.0	frame1
			fuzzy
48.73646209386281	30.505415162454874	20.75812274368231	frame0
53.91304347826087	22.608695652173914	23.47826086956522	frame0
54.06317080650107	24.103035878564857	21.83379331493407	frame0
60.0	10.0	30.0	frame0
55.72792362768496	22.553699284009546	21.71837708830549	frame0
51.40753572975314	24.166305760069296	24.426158510177565	frame0
54.961832061068705	23.66412213740458	21.374045801526716	frame0
54.257907542579076	24.20924574209246	21.532846715328464	frame0
51.85185185185185	22.962962962962962	25.185185185185183	frame0
52.488687782805435	24.937154348919055	22.574157868275517	frame0
53.41506129597198	21.015761821366024	25.569176882662	frame0
55.17841601392516	23.701769654772264	21.11981433130258	frame0
51.61290322580645	20.161290322580644	28.225806451612907	frame0
50.0	32.21153846153847	17.78846153846154	frame0
55.18716577540107	23.52941176470588	21.283422459893046	frame0
53.421052631578945	25.263157894736842	21.31578947368421	frame0
49.49267192784668	28.29763246899662	22.209695603156707	frame0
51.075268817204304	24.193548387096776	24.731182795698924	frame0
49.059561128526646	24.921630094043888	26.01880877742947	frame0
51.100987091875474	26.044039483675018	22.854973424449508	frame0
53.42789598108747	26.12293144208038	20.44917257683215	frame0
53.5673113872166	25.50787754579224	20.92481106699116	frame0
51.0	28.999999999999996	20.0	frame0
50.98039215686274	27.450980392156865	21.568627450980394	frame0
