SRR1944917_f0	SRR1944917_f1	SRR1944917_f2	frame
35.714285714285715	35.714285714285715	28.57142857142857	fuzzy
20.0	40.0	40.0	fuzzy
0.0	0.0	100.0	frame2
33.33333333333333	0.0	66.66666666666666	frame2
50.0	0.0	50.0	fuzzy
			fuzzy
33.33333333333333	16.666666666666664	50.0	frame2
0.0	0.0	100.0	frame2
50.0	0.0	50.0	fuzzy
25.0	50.0	25.0	frame1
33.33333333333333	33.33333333333333	33.33333333333333	fuzzy
55.172413793103445	22.896551724137932	21.931034482758623	frame0
20.0	20.0	60.0	frame2
16.666666666666664	66.66666666666666	16.666666666666664	frame1
18.181818181818183	9.090909090909092	72.72727272727273	frame2
30.76923076923077	53.84615384615385	15.384615384615385	frame1
			fuzzy
56.57894736842105	17.105263157894736	26.31578947368421	frame0
57.82312925170068	17.346938775510203	24.829931972789115	frame0
48.24561403508772	22.807017543859647	28.947368421052634	frame0
52.317980691874496	23.1244971842317	24.557522123893804	frame0
52.87821597922427	22.586241339066984	24.53554268170874	frame0
49.69987995198079	24.96998799519808	25.33013205282113	frame0
55.932203389830505	17.966101694915253	26.101694915254235	frame0
60.0	21.052631578947366	18.947368421052634	frame0
51.08695652173913	21.73913043478261	27.173913043478258	frame0
54.83870967741935	23.655913978494624	21.50537634408602	frame0
50.927123760241486	21.86287192755498	27.210004312203534	frame0
48.76325088339223	16.25441696113074	34.98233215547703	frame0
44.72049689440994	21.11801242236025	34.161490683229815	fuzzy
44.329896907216494	28.865979381443296	26.804123711340207	fuzzy
52.02043660009289	20.715281003251278	27.26428239665583	frame0
50.62972292191436	20.40302267002519	28.967254408060455	frame0
			fuzzy
53.11750599520384	20.38369304556355	26.498800959232614	frame0
47.333333333333336	26.0	26.666666666666668	frame0
53.608247422680414	18.650421743205246	27.741330834114343	frame0
52.788844621513945	23.306772908366533	23.904382470119522	frame0
51.29076086956522	21.39945652173913	27.309782608695656	frame0
61.43790849673203	14.37908496732026	24.18300653594771	frame0
51.81476846057572	19.02377972465582	29.161451814768462	frame0
52.73010920436817	21.37285491419657	25.897035881435258	frame0
43.75	29.6875	26.5625	fuzzy
41.37931034482759	20.689655172413794	37.93103448275862	fuzzy
56.47279549718574	19.51219512195122	24.015009380863038	frame0
54.285714285714285	20.476190476190474	25.238095238095237	frame0
50.955414012738856	21.656050955414013	27.388535031847134	frame0
49.65034965034965	22.377622377622377	27.972027972027973	frame0
50.43859649122807	21.052631578947366	28.50877192982456	frame0
64.58333333333334	10.416666666666668	25.0	frame0
52.222924568057316	22.050147492625367	25.726927939317317	frame0
54.82954545454546	20.454545454545457	24.71590909090909	frame0
0.0	66.66666666666666	33.33333333333333	frame1
51.213686349324526	23.38110526887224	25.405208381803234	frame0
54.296875	17.96875	27.734375	frame0
53.383458646616546	16.541353383458645	30.075187969924812	frame0
54.20168067226891	18.067226890756302	27.73109243697479	frame0
52.73566249176005	21.423862887277522	25.84047462096243	frame0
54.02504472271914	20.75134168157424	25.223613595706617	frame0
49.32395889670092	22.769064359113035	27.906976744186046	frame0
47.65957446808511	22.97872340425532	29.361702127659573	frame0
55.46218487394958	19.327731092436977	25.210084033613445	frame0
50.3875968992248	19.379844961240313	30.23255813953488	frame0
54.54545454545454	20.29598308668076	25.158562367864697	frame0
49.824561403508774	23.859649122807017	26.31578947368421	frame0
51.4030612244898	19.897959183673468	28.69897959183674	frame0
41.66666666666667	33.33333333333333	25.0	fuzzy
53.06122448979592	12.244897959183673	34.69387755102041	frame0
41.7910447761194	20.149253731343283	38.059701492537314	fuzzy
47.25274725274725	20.87912087912088	31.868131868131865	frame0
55.71030640668524	22.284122562674096	22.00557103064067	frame0
52.92439372325249	19.258202567760343	27.81740370898716	frame0
52.51798561151079	20.14388489208633	27.33812949640288	frame0
32.142857142857146	28.57142857142857	39.285714285714285	fuzzy
18.181818181818183	45.45454545454545	36.36363636363637	frame1
			fuzzy
100.0	0.0	0.0	frame0
55.168119551681194	20.298879202988793	24.533001245330013	frame0
54.74452554744526	20.437956204379564	24.817518248175183	frame0
53.41880341880342	19.401709401709404	27.17948717948718	frame0
61.261261261261254	16.216216216216218	22.52252252252252	frame0
18.181818181818183	45.45454545454545	36.36363636363637	frame1
50.0	50.0	0.0	fuzzy
46.05543710021322	25.79957356076759	28.14498933901919	frame0
52.023809523809526	22.738095238095237	25.238095238095237	frame0
55.172413793103445	20.114942528735632	24.71264367816092	frame0
56.36363636363636	19.090909090909093	24.545454545454547	frame0
100.0	0.0	0.0	frame0
66.66666666666666	0.0	33.33333333333333	frame0
58.29787234042553	19.574468085106382	22.127659574468083	frame0
46.25850340136054	26.53061224489796	27.2108843537415	frame0
			fuzzy
61.53846153846154	14.285714285714285	24.175824175824175	frame0
45.28301886792453	20.754716981132077	33.9622641509434	frame0
50.0	25.0	25.0	frame0
52.083333333333336	20.572916666666664	27.34375	frame0
28.57142857142857	14.285714285714285	57.14285714285714	frame2
			fuzzy
0.0	28.57142857142857	71.42857142857143	frame2
50.0	22.1875	27.8125	frame0
51.14942528735632	20.114942528735632	28.735632183908045	frame0
53.057889822595705	22.43230625583567	24.509803921568626	frame0
53.65441487114491	20.89142374313477	25.45416138572032	frame0
51.874678993323066	21.160760143810993	26.964560862865948	frame0
47.16981132075472	22.0125786163522	30.81761006289308	frame0
50.602409638554214	20.883534136546185	28.514056224899598	frame0
53.35018963337548	20.32237673830594	26.327433628318587	frame0
52.995391705069125	23.04147465437788	23.963133640552993	frame0
52.73775216138329	16.42651296829971	30.835734870317005	frame0
51.08695652173913	21.73913043478261	27.173913043478258	frame0
56.37982195845698	21.068249258160236	22.551928783382788	frame0
42.5	30.0	27.500000000000004	fuzzy
56.896551724137936	18.96551724137931	24.137931034482758	frame0
53.75	19.583333333333332	26.666666666666668	frame0
55.35168195718655	18.34862385321101	26.299694189602445	frame0
53.6144578313253	21.73694779116466	24.64859437751004	frame0
47.46835443037975	22.78481012658228	29.746835443037973	frame0
48.888888888888886	15.555555555555555	35.55555555555556	frame0
49.074074074074076	26.851851851851855	24.074074074074073	frame0
45.18518518518518	20.74074074074074	34.074074074074076	frame0
54.7047619047619	19.16190476190476	26.13333333333333	frame0
51.39146567717996	20.964749536178108	27.643784786641927	frame0
53.85232744783307	20.38523274478331	25.76243980738363	frame0
52.87356321839081	21.839080459770116	25.287356321839084	frame0
45.723684210526315	31.57894736842105	22.697368421052634	frame0
53.4570159393781	19.9790958975699	26.563888163051995	frame0
55.008787346221446	18.45342706502636	26.537785588752193	frame0
50.0	18.75	31.25	frame0
52.244165170556556	20.72326237496794	27.032572454475506	frame0
57.333333333333336	20.0	22.666666666666664	frame0
52.65116279069767	22.325581395348838	25.023255813953487	frame0
51.26582278481012	20.569620253164558	28.164556962025316	frame0
53.63128491620112	16.480446927374302	29.88826815642458	frame0
52.19399538106235	21.016166281755197	26.78983833718245	frame0
50.38461538461539	23.974358974358974	25.64102564102564	frame0
50.8557457212714	21.515892420537895	27.628361858190708	frame0
50.59288537549407	19.367588932806324	30.039525691699602	frame0
52.71663415993313	20.061298411813876	27.222067428252995	frame0
54.24242424242425	21.96969696969697	23.78787878787879	frame0
54.62645647703906	18.848526387936943	26.525017135023987	frame0
50.65573770491804	21.9672131147541	27.377049180327866	frame0
50.0	25.0	25.0	frame0
0.0	50.0	50.0	fuzzy
53.20970042796006	20.898716119828816	25.891583452211126	frame0
48.54368932038835	12.62135922330097	38.83495145631068	frame0
53.7022186581128	20.689655172413794	25.608126169473405	frame0
50.0	0.0	50.0	fuzzy
53.18066157760815	21.62849872773537	25.190839694656486	frame0
54.163799036476256	20.23399862353751	25.602202339986235	frame0
51.24999999999999	15.0	33.75	frame0
56.52173913043478	20.20460358056266	23.273657289002557	frame0
55.172413793103445	21.67487684729064	23.15270935960591	frame0
52.76476101218369	20.99343955014058	26.241799437675727	frame0
51.02040816326531	18.027210884353742	30.952380952380953	frame0
50.6785411365564	22.85835453774385	26.463104325699742	frame0
56.25	18.75	25.0	frame0
57.65765765765766	28.82882882882883	13.513513513513514	frame0
55.18018018018018	16.441441441441444	28.37837837837838	frame0
53.84615384615385	19.78021978021978	26.373626373626376	frame0
49.92248062015504	21.705426356589147	28.37209302325581	frame0
59.82142857142857	19.642857142857142	20.535714285714285	frame0
52.362204724409445	22.440944881889763	25.196850393700785	frame0
51.38504155124654	18.97506925207756	29.6398891966759	frame0
57.21649484536082	20.618556701030926	22.164948453608247	frame0
52.845215537659875	21.808384651823783	25.346399810516345	frame0
39.175257731958766	17.525773195876287	43.29896907216495	fuzzy
48.275862068965516	31.03448275862069	20.689655172413794	frame0
53.69719818353184	20.34958444006512	25.95321737640305	frame0
58.77192982456141	14.035087719298245	27.192982456140353	frame0
51.41463414634146	20.390243902439025	28.19512195121951	frame0
53.125	17.1875	29.6875	frame0
51.515151515151516	24.915824915824917	23.56902356902357	frame0
56.2111801242236	16.149068322981368	27.639751552795033	frame0
44.800000000000004	20.8	34.4	fuzzy
52.03252032520326	19.91869918699187	28.04878048780488	frame0
53.24074074074075	16.203703703703702	30.555555555555557	frame0
55.135373749264275	18.488816951147736	26.375809299587992	frame0
55.072463768115945	17.391304347826086	27.536231884057973	frame0
54.966887417218544	17.880794701986755	27.1523178807947	frame0
55.729166666666664	21.354166666666664	22.916666666666664	frame0
54.32656132430399	22.121896162528216	23.551542513167796	frame0
51.84528605962934	22.798818157399946	25.355895782970723	frame0
50.0	16.844919786096256	33.155080213903744	frame0
44.44444444444444	25.925925925925924	29.629629629629626	fuzzy
56.59340659340659	20.32967032967033	23.076923076923077	frame0
53.9622641509434	15.471698113207546	30.566037735849054	frame0
53.6442078208188	20.6352120433266	25.720580135854597	frame0
53.045685279187815	20.558375634517766	26.39593908629442	frame0
50.98389982110913	20.214669051878353	28.80143112701252	frame0
51.813471502590666	18.65284974093264	29.533678756476682	frame0
51.181102362204726	14.960629921259844	33.85826771653544	frame0
52.436647173489284	18.51851851851852	29.0448343079922	frame0
47.25274725274725	31.868131868131865	20.87912087912088	frame0
33.939393939393945	36.96969696969697	29.09090909090909	fuzzy
55.666666666666664	17.666666666666668	26.666666666666668	frame0
48.69109947643979	21.98952879581152	29.31937172774869	frame0
50.390625	20.3125	29.296875	frame0
51.41509433962265	17.92452830188679	30.660377358490564	frame0
50.588235294117645	21.176470588235293	28.235294117647058	frame0
54.60992907801418	15.602836879432624	29.78723404255319	frame0
47.90419161676647	22.75449101796407	29.34131736526946	frame0
53.57142857142857	19.642857142857142	26.785714285714285	frame0
54.31613431613431	19.78705978705979	25.896805896805898	frame0
50.31602088485848	24.11376751854905	25.57021159659247	frame0
51.85070943861814	23.025909932140653	25.12338062924121	frame0
58.666666666666664	21.333333333333336	20.0	frame0
52.26586102719033	18.429003021148034	29.305135951661633	frame0
