	WT_mrna_YPD1	WT_mrna_YPD2	WT_mrna_YPD3	ncs2d_mrna_YPD1	ncs2d_mrna_YPD2	ncs2d_mrna_YPD3	elp6d_mrna_YPD1	elp6d_mrna_YPD2	elp6d_mrna_YPD3	ncs2d_elp6d_mrna_YPD1	ncs2d_elp6d_mrna_YPD2	ncs2d_elp6d_mrna_YPD3
WT_mrna_YPD1	1.0	0.9487167266108445	0.9248095492508663	0.9296029850836212	0.9582879281166785	0.9158790138754038	0.914043929738649	0.9099814532622618	0.9278615530943962	0.9250898146752978	0.9005427407084874	0.917110436066817
WT_mrna_YPD2	0.9487167266108445	1.0	0.8792714483098267	0.8861514579733512	0.9255117045881752	0.8685306294299897	0.8632363247925537	0.8611549769467577	0.8650784801564764	0.8813641334560584	0.8530037272218117	0.8680738472150418
WT_mrna_YPD3	0.9248095492508663	0.8792714483098267	1.0	0.957854315581234	0.9530999143256218	0.9627364401409882	0.9662109282991086	0.9603639132057558	0.9497043812491833	0.9414818906814307	0.9300721070907209	0.967376162842846
ncs2d_mrna_YPD1	0.9296029850836212	0.8861514579733512	0.957854315581234	1.0	0.9544989021316028	0.9493395217833187	0.9572906817304194	0.9586581647570673	0.9568539837524739	0.9477835618166434	0.9507551446332977	0.960572101391914
ncs2d_mrna_YPD2	0.9582879281166785	0.9255117045881752	0.9530999143256218	0.9544989021316028	1.0	0.9430322111951006	0.9446200154460698	0.9403267867910944	0.9437654660135854	0.9466954644198918	0.9238789373719587	0.9508497492527503
ncs2d_mrna_YPD3	0.9158790138754038	0.8685306294299897	0.9627364401409882	0.9493395217833187	0.9430322111951006	1.0	0.9562217533589811	0.9555849509905155	0.9515873175901112	0.9321272498433992	0.9276545995890728	0.9596485084418965
elp6d_mrna_YPD1	0.914043929738649	0.8632363247925537	0.9662109282991086	0.9572906817304194	0.9446200154460698	0.9562217533589811	1.0	0.9619455530440235	0.9572893634873505	0.9434467796289856	0.9387923135287372	0.9665227016878252
elp6d_mrna_YPD2	0.9099814532622618	0.8611549769467577	0.9603639132057558	0.9586581647570673	0.9403267867910944	0.9555849509905155	0.9619455530440235	1.0	0.9575597583905026	0.9408402916528371	0.9428369459930469	0.9641382596134273
elp6d_mrna_YPD3	0.9278615530943962	0.8650784801564764	0.9497043812491833	0.9568539837524739	0.9437654660135854	0.9515873175901112	0.9572893634873505	0.9575597583905026	1.0	0.9498157221027522	0.9535498161467322	0.9612762161019914
ncs2d_elp6d_mrna_YPD1	0.9250898146752978	0.8813641334560584	0.9414818906814307	0.9477835618166434	0.9466954644198918	0.9321272498433992	0.9434467796289856	0.9408402916528371	0.9498157221027522	1.0	0.9582888510325875	0.9548837080185656
ncs2d_elp6d_mrna_YPD2	0.9005427407084874	0.8530037272218117	0.9300721070907209	0.9507551446332977	0.9238789373719587	0.9276545995890728	0.9387923135287372	0.9428369459930469	0.9535498161467322	0.9582888510325875	1.0	0.9518851781310864
ncs2d_elp6d_mrna_YPD3	0.917110436066817	0.8680738472150418	0.967376162842846	0.960572101391914	0.9508497492527503	0.9596485084418965	0.9665227016878252	0.9641382596134273	0.9612762161019914	0.9548837080185656	0.9518851781310864	1.0
